model_name,data__keyword,mean_r2_test,mean_r2_val,mean_time,hp,...7,_runtime,_step,_timestamp,_wandb,data__categorical,data__method_name,data__regression,data_generation_time,max_test_samples,max_test_score,max_train_samples,max_train_score,max_val_samples,max_val_score,mean_r2_train,mean_test_score,mean_train_score,mean_val_score,min_test_score,min_train_score,min_val_score,model_type,n_features,n_iter,n_test,n_train,one_hot_encoder,processor,regression,std_r2_test,std_r2_train,std_r2_val,std_test_score,std_time,std_train_score,std_val_score,step,test_scores,times,train_prop,train_scores,transformed_target,val_scores,val_test_prop,model__criterion,model__learning_rate,model__loss,model__max_depth,model__max_leaf_nodes,model__min_impurity_decrease,model__min_samples_leaf,model__min_samples_split,model__n_estimators,model__n_iter_no_change,model__subsample,model__validation_fraction,early_stopping_rounds,model__colsample_bylevel,model__colsample_bytree,model__gamma,model__min_child_weight,model__reg_alpha,model__reg_lambda,model__use_label_encoder,model__early_stopping,model__max_iter,model__bootstrap,model__max_features,Unnamed: 0,log_training,model__batch_size,model__device,model__lr,model__lr_scheduler,model__max_epochs,model__module__d_embedding,model__module__d_layers,model__module__dropout,model__module__n_layers,model__optimizer,model__use_checkpoints,transform__0__apply_on,transform__0__method_name,transform__0__type,num_epochs,train_accuracy_vector,valid_accuracy_vector,valid_loss_vector,benchmark,model__module__activation,model__module__d,model__module__d_hidden_factor,model__module__hidden_dropout,model__module__normalization,model__module__residual_dropout,model__optimizer__weight_decay,d_token,model__module__attention_dropout,model__module__d_ffn_factor,model__module__d_token,model__module__ffn_dropout,model__module__initialization,model__module__kv_compression,model__module__kv_compression_sharing,model__module__n_heads,model__module__prenormalization,model__module__token_bias,model__args__batch_size,model__args__data_parallel,model__args__early_stopping_rounds,model__args__epochs,model__args__lr,model__args__model_name,model__args__num_classes,model__args__objective,model__args__use_gpu,model__args__val_batch_size,model__params__depth,model__params__dim,model__params__dropout,model__params__heads,...129,Name,Agent,State,Notes,User,Tags,Created,Runtime,Sweep,data__n_features,data__n_samples,data__num_samples,model__clf_loss,model__module_d_token,model__n_features_per_subset,model__rotation_algo,model__wandb_run,model__weight_decay,model_module__initialization,model_module__prenormalization,target__method_name,target__n_periods,target__noise,target__period,target__period_size,train_set_prop,transform__0__max_rel_decrease,transform__0__multiplier,transform__1__method_name,transform__1__multiplier,transform__1__type,transform__2__method_name,transform__2__type,test_score,train_score,...165,transform__0__n_iter,transform__1__num_features,transform__2__cov_mult,transform__2__covariance_estimation,transform__2__deactivated,...171,...172,model__alpha,model__class_weight,transform__0__model_to_use,transform__0__num_features_to_remove,transform__0__keep_removed_features,transform__1__max_rel_decrease,transform__1__n_iter,...180,...181,...1
cocktails_smac,electricity,,,804.8469436168671,random search,,,,,,0.0,real_data,0.0,,,0.8159743126630544,10000,0.843,,0.8090611098103488,,0.8159743126630544,0.843,0.8090611098103488,0.8159743126630544,0.843,0.8090611098103488,,,,,,,,,,,,0,0,0,0,,,,0.7,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,numerical_classif_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cocktails_smac,electricity,,,837.971676826477,random search,,,,,,0.0,real_data,0.0,,,0.8171784065823801,10000,0.8398,,0.8137438538983844,,0.8171784065823801,0.8398,0.8137438538983844,0.8171784065823801,0.8398,0.8137438538983844,,,,,,,,,,,,0,0,0,0,,,,0.7,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,numerical_classif_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cocktails_smac,electricity,,,857.3176085948944,random search,,,,,,0.0,real_data,0.0,,,0.8026289383905278,10000,0.8116,,0.7950128775462421,,0.8026289383905278,0.8116,0.7950128775462421,0.8026289383905278,0.8116,0.7950128775462421,,,,,,,,,,,,0,0,0,0,,,,0.7,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,numerical_classif_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cocktails_smac,electricity,,,871.5164620876312,default,,,,,,0.0,real_data,0.0,,,0.8258077463375476,10000,0.8938,,0.8211191758370405,,0.8258077463375476,0.8938,0.8211191758370405,0.8258077463375476,0.8938,0.8211191758370405,,,,,,,,,,,,0,0,0,0,,,,0.7,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,numerical_classif_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cocktails_smac,electricity,,,884.6948637962341,random search,,,,,,0.0,real_data,0.0,,,0.8003210917118202,10000,0.8116,,0.7947787403418404,,0.8003210917118202,0.8116,0.7947787403418404,0.8003210917118202,0.8116,0.7947787403418404,,,,,,,,,,,,0,0,0,0,,,,0.7,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,numerical_classif_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cocktails_smac,electricity,,,916.0959732532501,random search,,,,,,0.0,real_data,0.0,,,0.8142685129440096,10000,0.8375,,0.8096464528213533,,0.8142685129440096,0.8375,0.8096464528213533,0.8142685129440096,0.8375,0.8096464528213533,,,,,,,,,,,,0,0,0,0,,,,0.7,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,numerical_classif_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cocktails_smac,electricity,,,948.1117806434631,random search,,,,,,0.0,real_data,0.0,,,0.8202388119606663,10000,0.8353,,0.8137438538983844,,0.8202388119606663,0.8353,0.8137438538983844,0.8202388119606663,0.8353,0.8137438538983844,,,,,,,,,,,,0,0,0,0,,,,0.7,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,numerical_classif_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cocktails_smac,electricity,,,964.5533928871155,random search,,,,,,0.0,real_data,0.0,,,0.8205398354404977,10000,0.8344,,0.8152657457269961,,0.8205398354404977,0.8344,0.8152657457269961,0.8205398354404977,0.8344,0.8152657457269961,,,,,,,,,,,,0,0,0,0,,,,0.7,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,numerical_classif_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cocktails_smac,electricity,,,982.4201812744141,random search,,,,,,0.0,real_data,0.0,,,0.8070941200080273,10000,0.8279,,0.8034418169047062,,0.8070941200080273,0.8279,0.8034418169047062,0.8070941200080273,0.8279,0.8034418169047062,,,,,,,,,,,,0,0,0,0,,,,0.7,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,numerical_classif_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cocktails_smac,electricity,,,991.9655232429504,random search,,,,,,0.0,real_data,0.0,,,0.8233493879189243,10000,0.8607,,0.8207679700304379,,0.8233493879189243,0.8607,0.8207679700304379,0.8233493879189243,0.8607,0.8207679700304379,,,,,,,,,,,,0,0,0,0,,,,0.7,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,numerical_classif_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
