model_name,data__keyword,mean_r2_test,mean_r2_val,mean_time,hp,...7,_runtime,_step,_timestamp,_wandb,data__categorical,data__method_name,data__regression,data_generation_time,max_test_samples,max_test_score,max_train_samples,max_train_score,max_val_samples,max_val_score,mean_r2_train,mean_test_score,mean_train_score,mean_val_score,min_test_score,min_train_score,min_val_score,model_type,n_features,n_iter,n_test,n_train,one_hot_encoder,processor,regression,std_r2_test,std_r2_train,std_r2_val,std_test_score,std_time,std_train_score,std_val_score,step,test_scores,times,train_prop,train_scores,transformed_target,val_scores,val_test_prop,model__criterion,model__learning_rate,model__loss,model__max_depth,model__max_leaf_nodes,model__min_impurity_decrease,model__min_samples_leaf,model__min_samples_split,model__n_estimators,model__n_iter_no_change,model__subsample,model__validation_fraction,early_stopping_rounds,model__colsample_bylevel,model__colsample_bytree,model__gamma,model__min_child_weight,model__reg_alpha,model__reg_lambda,model__use_label_encoder,model__early_stopping,model__max_iter,model__bootstrap,model__max_features,Unnamed: 0,log_training,model__batch_size,model__device,model__lr,model__lr_scheduler,model__max_epochs,model__module__d_embedding,model__module__d_layers,model__module__dropout,model__module__n_layers,model__optimizer,model__use_checkpoints,transform__0__apply_on,transform__0__method_name,transform__0__type,num_epochs,train_accuracy_vector,valid_accuracy_vector,valid_loss_vector,benchmark,model__module__activation,model__module__d,model__module__d_hidden_factor,model__module__hidden_dropout,model__module__normalization,model__module__residual_dropout,model__optimizer__weight_decay,d_token,model__module__attention_dropout,model__module__d_ffn_factor,model__module__d_token,model__module__ffn_dropout,model__module__initialization,model__module__kv_compression,model__module__kv_compression_sharing,model__module__n_heads,model__module__prenormalization,model__module__token_bias,model__args__batch_size,model__args__data_parallel,model__args__early_stopping_rounds,model__args__epochs,model__args__lr,model__args__model_name,model__args__num_classes,model__args__objective,model__args__use_gpu,model__args__val_batch_size,model__params__depth,model__params__dim,model__params__dropout,model__params__heads,...129,Name,Agent,State,Notes,User,Tags,Created,Runtime,Sweep,data__n_features,data__n_samples,data__num_samples,model__clf_loss,model__module_d_token,model__n_features_per_subset,model__rotation_algo,model__wandb_run,model__weight_decay,model_module__initialization,model_module__prenormalization,target__method_name,target__n_periods,target__noise,target__period,target__period_size,train_set_prop,transform__0__max_rel_decrease,transform__0__multiplier,transform__1__method_name,transform__1__multiplier,transform__1__type,transform__2__method_name,transform__2__type,test_score,train_score,...165,transform__0__n_iter,transform__1__num_features,transform__2__cov_mult,transform__2__covariance_estimation,transform__2__deactivated,...171,...172,model__alpha,model__class_weight,transform__0__model_to_use,transform__0__num_features_to_remove,transform__0__keep_removed_features,transform__1__max_rel_decrease,transform__1__n_iter,...180,...181,...1
cocktails_smac_preprocess,electricity,,,826.088618516922,random search,,,,,,0.0,real_data,0.0,,,0.8200883002207505,10000,0.8674,,0.8191290095996254,,0.8200883002207505,0.8674,0.8191290095996254,0.8200883002207505,0.8674,0.8191290095996254,,,,,,,,,,,,0,0,0,0,5,,,0.7,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,numerical_classif_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cocktails_smac_preprocess,electricity,,,835.0601115226746,default,,,,,,0.0,real_data,0.0,,,0.8263094521372667,10000,0.8963,,0.8221727932568486,,0.8263094521372667,0.8963,0.8221727932568486,0.8263094521372667,0.8963,0.8221727932568486,,,,,,,,,,,,0,0,0,0,1,,,0.7,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,numerical_classif_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cocktails_smac_preprocess,electricity,,,847.8360543251038,random search,,,,,,0.0,real_data,0.0,,,0.8206401766004415,10000,0.8724,,0.8162022945446031,,0.8206401766004415,0.8724,0.8162022945446031,0.8206401766004415,0.8724,0.8162022945446031,,,,,,,,,,,,0,0,0,0,3,,,0.7,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,numerical_classif_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cocktails_smac_preprocess,electricity,,,867.0242137908936,random search,,,,,,0.0,real_data,0.0,,,0.7991671683724664,10000,0.8059,,0.800398033247483,,0.7991671683724664,0.8059,0.800398033247483,0.7991671683724664,0.8059,0.800398033247483,,,,,,,,,,,,0,0,0,0,7,,,0.7,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,numerical_classif_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cocktails_smac_preprocess,electricity,,,869.3053157329559,random search,,,,,,0.0,real_data,0.0,,,0.8053381497090106,10000,0.8271,,0.8111683446499649,,0.8053381497090106,0.8271,0.8111683446499649,0.8053381497090106,0.8271,0.8111683446499649,,,,,,,,,,,,0,0,0,0,4,,,0.7,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,numerical_classif_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cocktails_smac_preprocess,electricity,,,869.3802709579468,random search,,,,,,0.0,real_data,0.0,,,0.8170780654224363,10000,0.8617,,0.8145633341137907,,0.8170780654224363,0.8617,0.8145633341137907,0.8170780654224363,0.8617,0.8145633341137907,,,,,,,,,,,,0,0,0,0,16,,,0.7,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,numerical_classif_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cocktails_smac_preprocess,electricity,,,876.2651474475861,random search,,,,,,0.0,real_data,0.0,,,0.8127132249648806,10000,0.8485,,0.811051276047764,,0.8127132249648806,0.8485,0.811051276047764,0.8127132249648806,0.8485,0.811051276047764,,,,,,,,,,,,0,0,0,0,13,,,0.7,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,numerical_classif_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cocktails_smac_preprocess,electricity,,,895.6165919303894,random search,,,,,,0.0,real_data,0.0,,,0.8204394942805538,10000,0.8581,,0.8204167642238351,,0.8204394942805538,0.8581,0.8204167642238351,0.8204394942805538,0.8581,0.8204167642238351,,,,,,,,,,,,0,0,0,0,19,,,0.7,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,numerical_classif_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cocktails_smac_preprocess,electricity,,,898.6847052574158,random search,,,,,,0.0,real_data,0.0,,,0.8196869355809753,10000,0.8611,,0.8178412549754156,,0.8196869355809753,0.8611,0.8178412549754156,0.8196869355809753,0.8611,0.8178412549754156,,,,,,,,,,,,0,0,0,0,8,,,0.7,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,numerical_classif_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cocktails_smac_preprocess,electricity,,,938.5962483882904,random search,,,,,,0.0,real_data,0.0,,,0.8249046758980534,10000,0.8816,,0.8241629594942637,,0.8249046758980534,0.8816,0.8241629594942637,0.8249046758980534,0.8816,0.8241629594942637,,,,,,,,,,,,0,0,0,0,18,,,0.7,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,numerical_classif_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
