config_id,duration,val,train,test,model_name,dataset_name,dataset_id,hp
137,864.7865176200867,0.8254507141184734,0.8926,0.8269114990969295,cocktails_smac,electricity,44120,local search
138,857.508948802948,0.8214703816436432,0.8812,0.8257575757575758,cocktails_smac,electricity,44120,local search
141,795.2892479896545,0.8228752048700538,0.8854,0.8250551876379691,cocktails_smac,electricity,44120,local search
139,998.9054715633392,0.8135097166939826,0.8421,0.818783865141481,cocktails_smac,electricity,44120,local search
145,782.059800863266,0.8206509014282369,0.9661,0.8179309652819586,cocktails_smac,electricity,44120,random search
147,795.1433758735657,0.8252165769140717,0.902,0.8275135460565924,cocktails_smac,electricity,44120,local search
142,903.5591666698456,0.8248653711074689,0.8994,0.8255568934376881,cocktails_smac,electricity,44120,local search
148,837.3539757728577,0.8178412549754156,0.8583,0.822496488059402,cocktails_smac,electricity,44120,local search
143,998.2707617282867,0.8119878248653711,0.8427,0.8164258478828015,cocktails_smac,electricity,44120,random search
144,961.0899384021759,0.8153828143291969,0.8413,0.8174292594822397,cocktails_smac,electricity,44120,local search
146,988.8997328281403,0.8159681573402013,0.8897,0.8190848886213125,cocktails_smac,electricity,44120,local search
152,783.0449163913727,0.81842659798642,0.862,0.8231988761790087,cocktails_smac,electricity,44120,random search
151,822.1247134208679,0.7967689065792555,0.8147,0.8059401966686734,cocktails_smac,electricity,44120,random search
150,847.3179066181183,0.8063685319597284,0.8627,0.8157234597631948,cocktails_smac,electricity,44120,random search
149,898.0546078681946,0.8111683446499649,0.8513,0.8165261890427453,cocktails_smac,electricity,44120,random search
158,806.9251658916473,0.8258019199250761,0.8955,0.8254063816977725,cocktails_smac,electricity,44120,local search
155,887.0586085319519,0.8129243736829782,0.9175,0.8222456351595424,cocktails_smac,electricity,44120,local search
153,926.3778941631317,0.8172559119644112,0.8563,0.8206401766004415,cocktails_smac,electricity,44120,local search
154,932.5088491439819,0.8150316085225943,0.8789,0.8150712422235601,cocktails_smac,electricity,44120,local search
140,1597.313451051712,0.8050807773355186,0.8298,0.812462372065021,cocktails_smac,electricity,44120,random search
157,952.507622718811,0.8153828143291969,0.8679,0.8191852297812563,cocktails_smac,electricity,44120,random search
156,1015.7275094985962,0.8015687192694919,0.8185,0.8051876379690949,cocktails_smac,electricity,44120,random search
160,863.4108624458313,0.8146804027159916,0.8494,0.8206401766004415,cocktails_smac,electricity,44120,local search
161,833.7546906471252,0.8145633341137907,0.8491,0.8187336945615091,cocktails_smac,electricity,44120,local search
159,977.0770273208618,0.8159681573402013,0.8521,0.8225466586393738,cocktails_smac,electricity,44120,local search
163,869.6974322795868,0.822758136267853,0.8815,0.8266104756170981,cocktails_smac,electricity,44120,local search
166,964.2871701717377,0.7912666822758136,0.8042,0.7973610274934778,cocktails_smac,electricity,44120,random search
164,1021.9745531082153,0.8152657457269961,0.8433,0.8201886413806944,cocktails_smac,electricity,44120,random search
170,964.5699200630188,0.8115195504565675,0.8367,0.8175296006421834,cocktails_smac,electricity,44120,random search
162,1270.0586576461792,0.8202996956216343,0.8856,0.8185831828215934,cocktails_smac,electricity,44120,random search
165,1162.460228919983,0.8191290095996254,0.958,0.8215934176199077,cocktails_smac,electricity,44120,random search
171,1030.9350352287292,0.8154998829313977,0.8479,0.8208408589203291,cocktails_smac,electricity,44120,random search
175,794.0436904430389,0.8233434792788574,0.8981,0.8283162753361429,cocktails_smac,electricity,44120,local search
173,873.4392523765564,0.821704518848045,0.9072,0.8254063816977725,cocktails_smac,electricity,44120,random search
168,1182.1719853878021,0.809997658627956,0.8452,0.8166265302026892,cocktails_smac,electricity,44120,random search
174,890.062082529068,0.8138609225005854,0.8461,0.8190347180413405,cocktails_smac,electricity,44120,local search
176,843.6169109344482,0.8130414422851792,0.8537,0.817228577162352,cocktails_smac,electricity,44120,random search
178,881.5667471885681,0.8170217747600094,0.8567,0.8194862532610877,cocktails_smac,electricity,44120,local search
172,1081.1242353916168,0.8076562865839382,0.862,0.8145695364238411,cocktails_smac,electricity,44120,random search
179,862.3045687675476,0.823811753687661,0.9096,0.8279149106963677,cocktails_smac,electricity,44120,local search
181,929.393235206604,0.816319363146804,0.8492,0.8190347180413405,cocktails_smac,electricity,44120,random search
180,985.8566155433655,0.8164364317490049,0.8889,0.818783865141481,cocktails_smac,electricity,44120,random search
183,966.9156503677368,0.8188948723952236,0.8569,0.8217439293598234,cocktails_smac,electricity,44120,local search
187,813.4287827014923,0.8152657457269961,0.8519,0.8193859121011439,cocktails_smac,electricity,44120,local search
182,1205.7267525196075,0.8022711308826973,0.9226,0.8079971904475216,cocktails_smac,electricity,44120,random search
169,1911.4603350162506,0.7545071411847343,0.7718,0.764699979931768,cocktails_smac,electricity,44120,random search
167,1963.6689445972443,0.7371809880590026,0.7588,0.7490467589805339,cocktails_smac,electricity,44120,random search
186,894.2122118473053,0.8241629594942637,0.8853,0.8277643989564519,cocktails_smac,electricity,44120,local search
189,831.8138153553009,0.8263872629360806,0.9133,0.8291190046156933,cocktails_smac,electricity,44120,local search
188,849.881596326828,0.8240458908920627,0.8984,0.8268613285169577,cocktails_smac,electricity,44120,local search
184,1044.9598512649536,0.8062514633575275,0.8352,0.812010836845274,cocktails_smac,electricity,44120,random search
190,839.5322661399841,0.8240458908920627,0.8966,0.8269114990969295,cocktails_smac,electricity,44120,local search
191,870.1823632717133,0.8084757667993444,0.836,0.8152217539634758,cocktails_smac,electricity,44120,random search
192,862.0341694355011,0.8027394052915008,0.8335,0.8094019666867349,cocktails_smac,electricity,44120,random search
193,836.4889903068542,0.8243970966986655,0.897,0.8260084286574353,cocktails_smac,electricity,44120,local search
194,794.4842545986176,0.8199484898150317,0.8792,0.8209412000802729,cocktails_smac,electricity,44120,random search
185,1132.3829908370972,0.816319363146804,0.8593,0.8191852297812563,cocktails_smac,electricity,44120,random search
195,786.8350806236267,0.8019199250760946,0.8156,0.8083985550872969,cocktails_smac,electricity,44120,random search
177,1778.7039115428925,0.8097635214235542,0.8823,0.8169777242624925,cocktails_smac,electricity,44120,random search
196,934.4621951580048,0.7924373682978225,0.8096,0.8003712622917921,cocktails_smac,electricity,44120,random search
198,942.1287052631378,0.8108171388433623,0.8345,0.8144691952638973,cocktails_smac,electricity,44120,random search
197,1115.1409497261047,0.8107000702411613,0.9138,0.8119606662653021,cocktails_smac,electricity,44120,random search
200,797.5630841255188,0.8011004448606883,0.8152,0.8059903672486454,cocktails_smac,electricity,44120,random search
199,840.5620143413544,0.8181924607820182,0.8629,0.8243527995183624,cocktails_smac,electricity,44120,random search
5,988.2102861404419,0.806533716612768,0.881,0.8058913511044038,cocktails_smac,covertype,44121,random search
11,1066.2370777130127,0.8110372499700563,0.8751,0.8101108253640709,cocktails_smac,covertype,44121,random search
12,1161.3071682453156,0.8162833872320039,0.8702,0.8148538840209228,cocktails_smac,covertype,44121,random search
18,1163.922182559967,0.5739609534075937,0.5771,0.5749008012894549,cocktails_smac,covertype,44121,random search
3,1197.2241649627686,0.7893220744999401,0.8153,0.7881331136332137,cocktails_smac,covertype,44121,random search
10,1383.108906030655,0.8016049826326506,0.9727,0.7995108079112576,cocktails_smac,covertype,44121,random search
13,1393.4768521785736,0.8076955323990898,0.9722,0.8066125629456242,cocktails_smac,covertype,44121,random search
16,1401.049118757248,0.8090070667145766,0.8635,0.8085092730903286,cocktails_smac,covertype,44121,random search
7,1401.1188266277313,0.8190861180979758,1.0,0.818385512111739,cocktails_smac,covertype,44121,random search
1,1420.1424086093903,0.8180800095819859,0.9569,0.8181057537818707,cocktails_smac,covertype,44121,default
8,1592.022941827774,0.8254581386992454,0.9168,0.8240345771029357,cocktails_smac,covertype,44121,random search
15,1608.327416419983,0.8144089112468559,0.8922,0.8141147060484264,cocktails_smac,covertype,44121,random search
19,1608.9080679416656,0.8183015930051503,0.8846,0.8161833777353434,cocktails_smac,covertype,44121,random search
4,1631.6635851860046,0.787040364115463,0.8154,0.7860336428641093,cocktails_smac,covertype,44121,random search
2,1726.1456699371338,0.8117618876512157,0.8642,0.8112965900282838,cocktails_smac,covertype,44121,random search
6,1948.1659309864044,0.8219427476344472,0.8996,0.8213422240017247,cocktails_smac,covertype,44121,random search
17,2025.253557920456,0.7577254761049227,0.8268,0.7589176175883292,cocktails_smac,covertype,44121,random search
14,2039.5565330982208,0.7447838064438855,0.7979,0.7455764818208417,cocktails_smac,covertype,44121,random search
9,2081.5820195674896,0.7680500658761529,0.811,0.7672564690905544,cocktails_smac,covertype,44121,random search
21,1288.9581141471863,0.7937297879985628,0.8174,0.7924475517296251,cocktails_smac,covertype,44121,random search
25,1076.1307017803192,0.8134686788836987,0.9991,0.8130957697460616,cocktails_smac,covertype,44121,random search (sorted)
20,2301.321928024292,0.7602826685830638,0.8213,0.7602548110732967,cocktails_smac,covertype,44121,random search
26,943.2580790519714,0.8049826326506169,0.8716,0.8042949320110261,cocktails_smac,covertype,44121,random search (sorted)
28,995.4927308559418,0.8204036411546293,0.9999,0.8188962635580126,cocktails_smac,covertype,44121,random search
23,1334.6090371608734,0.8057851239669421,0.977,0.8037482483022006,cocktails_smac,covertype,44121,random search (sorted)
22,1538.851838350296,0.8186609174751467,0.9998,0.8183444466688226,cocktails_smac,covertype,44121,random search (sorted)
29,1406.9919085502625,0.8247275122769194,0.9731,0.8236547217559583,cocktails_smac,covertype,44121,random search
24,1649.7215700149536,0.7971194154988621,0.8241,0.7962538049699452,cocktails_smac,covertype,44121,random search (sorted)
31,1241.9262130260468,0.8102587136183974,0.8925,0.8085529051234274,cocktails_smac,covertype,44121,random search
30,1426.5408194065094,0.8035513235117978,0.9724,0.8044437942415983,cocktails_smac,covertype,44121,random search
33,1405.0537557601929,0.8168044077134986,0.9332,0.8159472514385738,cocktails_smac,covertype,44121,random search
27,1780.979667186737,0.8246556473829201,0.9936,0.8231106046373151,cocktails_smac,covertype,44121,random search
32,1568.744214773178,0.8253503413582465,0.9554,0.8239473130367382,cocktails_smac,covertype,44121,random search
38,1187.2787120342255,0.8163193196790035,0.8709,0.8158984862251105,cocktails_smac,covertype,44121,random search (sorted)
45,1067.9663739204407,0.8158821415738412,1.0,0.8147050217903506,cocktails_smac,covertype,44121,random search
41,1284.5701167583466,0.8210504252006229,0.9,0.8209238698020133,cocktails_smac,covertype,44121,random search (sorted)
36,1748.4489195346832,0.7950772547610492,0.8345,0.7931174317672,cocktails_smac,covertype,44121,random search
34,2083.4419634342194,0.8098035692897353,0.9872,0.8090456904384249,cocktails_smac,covertype,44121,random search
46,1304.0564794540405,0.8131392981195352,0.9703,0.8123129597404664,cocktails_smac,covertype,44121,random search
35,2220.2929542064667,0.7997364953886693,0.8309,0.7992926477457638,cocktails_smac,covertype,44121,random search (sorted)
51,988.8099761009216,0.8162594322673374,0.9997,0.8152825045813634,cocktails_smac,covertype,44121,random search (sorted)
43,1704.267317533493,0.7879266978081207,0.8089,0.7865674936220234,cocktails_smac,covertype,44121,random search
39,2004.6083555221558,0.7566055815067673,0.823,0.7568592122621413,cocktails_smac,covertype,44121,random search
44,1685.4816076755524,0.8124086716972092,0.8564,0.8108115044838331,cocktails_smac,covertype,44121,random search
37,2107.133265733719,0.802161935561145,0.9772,0.8014434503185138,cocktails_smac,covertype,44121,random search
53,1142.0673067569733,0.8150497065516829,0.9994,0.813991509719677,cocktails_smac,covertype,44121,local search
52,1204.3915300369263,0.8236136064199305,0.9881,0.8239036810036394,cocktails_smac,covertype,44121,local search
47,1676.6986453533173,0.7057132590729429,0.7132,0.7046804338564044,cocktails_smac,covertype,44121,random search (sorted)
42,2220.2786214351654,0.813067433225536,0.8665,0.8117457433101827,cocktails_smac,covertype,44121,local search
48,1711.8830826282501,0.8232123607617678,0.9032,0.8230926385060392,cocktails_smac,covertype,44121,local search
49,1700.742665529251,0.8186010300634806,0.9096,0.8183803789313745,cocktails_smac,covertype,44121,random search (sorted)
54,1510.622011423111,0.8208527967421249,0.9921,0.8202488565840738,cocktails_smac,covertype,44121,local search
40,2589.2184607982635,0.8078332734459217,0.848,0.8078214269214777,cocktails_smac,covertype,44121,random search (sorted)
50,2206.1837124824524,0.8203677087076297,0.8961,0.820112827304413,cocktails_smac,covertype,44121,local search
59,1147.2583293914795,0.8178165049706552,0.9118,0.8168352916416424,cocktails_smac,covertype,44121,local search
56,1540.5825667381287,0.8051862498502814,0.9786,0.8045823901114414,cocktails_smac,covertype,44121,random search
55,1758.5710825920105,0.7966103724997006,0.833,0.7959098818855198,cocktails_smac,covertype,44121,random search
57,1658.0068972110748,0.8034016049826327,0.8399,0.8028191426562155,cocktails_smac,covertype,44121,random search (sorted)
58,1658.2673666477203,0.8185291651694814,0.8954,0.8181904512578858,cocktails_smac,covertype,44121,random search (sorted)
61,1376.9894671440125,0.8046891843334532,0.9676,0.8035146885956131,cocktails_smac,covertype,44121,random search
65,1298.062434911728,0.8030662354773027,0.9746,0.8030835014449903,cocktails_smac,covertype,44121,random search
67,1052.766402721405,0.8072882979997604,0.894,0.8069128539969509,cocktails_smac,covertype,44121,random search
63,1490.938324213028,0.8199185531201342,0.9937,0.8180287560764022,cocktails_smac,covertype,44121,random search
68,1083.434110879898,0.7160737812911726,0.7209,0.7135223370343564,cocktails_smac,covertype,44121,random search (sorted)
60,1684.8492653369904,0.8240687507485926,0.9218,0.8234057625082772,cocktails_smac,covertype,44121,local search
71,1144.7585954666138,0.8227033177626063,0.8933,0.8219043072516439,cocktails_smac,covertype,44121,local search
