,model_name,data__keyword,mean_r2_test,mean_r2_val,mean_time,hp,...7,_runtime,_step,_timestamp,_wandb,data__categorical,data__method_name,data__regression,data_generation_time,max_test_samples,max_test_score,max_train_samples,max_train_score,max_val_samples,max_val_score,mean_r2_train,mean_test_score,mean_train_score,mean_val_score,min_test_score,min_train_score,min_val_score,model_type,n_features,n_iter,n_test,n_train,one_hot_encoder,processor,regression,std_r2_test,std_r2_train,std_r2_val,std_test_score,std_time,std_train_score,std_val_score,step,test_scores,times,train_prop,train_scores,transformed_target,val_scores,val_test_prop,model__criterion,model__learning_rate,model__loss,model__max_depth,model__max_leaf_nodes,model__min_impurity_decrease,model__min_samples_leaf,model__min_samples_split,model__n_estimators,model__n_iter_no_change,model__subsample,model__validation_fraction,early_stopping_rounds,model__colsample_bylevel,model__colsample_bytree,model__gamma,model__min_child_weight,model__reg_alpha,model__reg_lambda,model__use_label_encoder,model__early_stopping,model__max_iter,model__bootstrap,model__max_features,Unnamed: 0,log_training,model__batch_size,model__device,model__lr,model__lr_scheduler,model__max_epochs,model__module__d_embedding,model__module__d_layers,model__module__dropout,model__module__n_layers,model__optimizer,model__use_checkpoints,transform__0__apply_on,transform__0__method_name,transform__0__type,num_epochs,train_accuracy_vector,valid_accuracy_vector,valid_loss_vector,benchmark,model__module__activation,model__module__d,model__module__d_hidden_factor,model__module__hidden_dropout,model__module__normalization,model__module__residual_dropout,model__optimizer__weight_decay,d_token,model__module__attention_dropout,model__module__d_ffn_factor,model__module__d_token,model__module__ffn_dropout,model__module__initialization,model__module__kv_compression,model__module__kv_compression_sharing,model__module__n_heads,model__module__prenormalization,model__module__token_bias,model__args__batch_size,model__args__data_parallel,model__args__early_stopping_rounds,model__args__epochs,model__args__lr,model__args__model_name,model__args__num_classes,model__args__objective,model__args__use_gpu,model__args__val_batch_size,model__params__depth,model__params__dim,model__params__dropout,model__params__heads,...129,Name,Agent,State,Notes,User,Tags,Created,Runtime,Sweep,data__n_features,data__n_samples,data__num_samples,model__clf_loss,model__module_d_token,model__n_features_per_subset,model__rotation_algo,model__wandb_run,model__weight_decay,model_module__initialization,model_module__prenormalization,target__method_name,target__n_periods,target__noise,target__period,target__period_size,train_set_prop,transform__0__max_rel_decrease,transform__0__multiplier,transform__1__method_name,transform__1__multiplier,transform__1__type,transform__2__method_name,transform__2__type,test_score,train_score,...165,transform__0__n_iter,transform__1__num_features,transform__2__cov_mult,transform__2__covariance_estimation,transform__2__deactivated,...171,...172,model__alpha,model__class_weight,transform__0__model_to_use,transform__0__num_features_to_remove,transform__0__keep_removed_features,transform__1__max_rel_decrease,transform__1__n_iter,...180,...181,...1
144706,RandomForest,wine,,,0.4998278617858886,random,,6.0,0.0,1660947887.0,{'runtime': 7},0.0,real_data,0.0,0.001051902770996,50000.0,0.7318435754189944,10000.0,0.7660884163402351,50000.0,0.7434782608695653,,0.7214152700186219,0.75747062115277,0.7330434782608697,0.702048417132216,0.7504196978175713,0.7260869565217392,sklearn,11.0,auto,537.0,1787.0,1.0,x86_64,0.0,,,,0.0101724396899423,0.0346435651757395,0.0065604256921109,0.0058976782461958,5947.0,"[0.7225325884543762, 0.7262569832402235, 0.7318435754189944, 0.702048417132216, 0.7243947858472998]","[0.5690648555755615, 0.48279643058776855, 0.4801936149597168, 0.4842848777770996, 0.4827995300292969]",0.7,"[0.7504196978175713, 0.7660884163402351, 0.7504196978175713, 0.7638500279798545, 0.7565752658086178]",0.0,"[0.7434782608695653, 0.7260869565217392, 0.7347826086956522, 0.7304347826086957, 0.7304347826086957]",0.3,gini,,,3.0,,0.0,3.0,2.0,250.0,,,,,,,,,,,,,,0.0,sqrt,,,,,,,,,,,,,,,,,,,,,numerical_classif_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3020.0,
144716,RandomForest,wine,,,1.5862549781799316,random,,12.0,0.0,1660947837.0,{'runtime': 12},0.0,real_data,0.0,0.0012648105621337,50000.0,0.8026070763500931,10000.0,0.9966424174594292,50000.0,0.8347826086956521,,0.7895716945996274,0.9951874650251818,0.8139130434782608,0.770949720670391,0.9938444320089536,0.7695652173913043,sklearn,11.0,auto,537.0,1787.0,1.0,x86_64,0.0,,,,0.0115995616405195,0.0396740935395428,0.00090923765021105,0.023397607038389,5937.0,"[0.7988826815642458, 0.7821229050279329, 0.770949720670391, 0.7932960893854749, 0.8026070763500931]","[1.6574528217315674, 1.590752124786377, 1.5429134368896484, 1.5563132762908936, 1.583843231201172]",0.7,"[0.9949636261891438, 0.9938444320089536, 0.9955232232792388, 0.9949636261891438, 0.9966424174594292]",0.0,"[0.8347826086956521, 0.7695652173913043, 0.8304347826086956, 0.8130434782608695, 0.8217391304347826]",0.3,gini,,,,,0.0,2.0,2.0,250.0,,,,,,,,,,,,,,1.0,0.8,,,,,,,,,,,,,,,,,,,,,numerical_classif_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3030.0,
144723,RandomForest,wine,,,0.7099947929382324,random,,7.0,0.0,1660947802.0,{'runtime': 8},0.0,real_data,0.0,0.00083041191101074,50000.0,0.7988826815642458,10000.0,0.9429210968102966,50000.0,0.8130434782608695,,0.7873370577281192,0.9378847229994404,0.7808695652173914,0.776536312849162,0.9311695579182988,0.7478260869565218,sklearn,11.0,auto,537.0,1787.0,1.0,x86_64,0.0,,,,0.0088449475508662,0.041573641069402,0.0046819251624738,0.0246870775070928,5930.0,"[0.7951582867783985, 0.7877094972067039, 0.776536312849162, 0.7783985102420856, 0.7988826815642458]","[0.7862818241119385, 0.7215192317962646, 0.6885182857513428, 0.6805629730224609, 0.6730916500091553]",0.7,"[0.9311695579182988, 0.9429210968102966, 0.9412423055400112, 0.9334079462786794, 0.940682708449916]",1.0,"[0.7956521739130434, 0.7478260869565218, 0.8130434782608695, 0.7565217391304347, 0.7913043478260869]",0.3,gini,,,,,0.0,4.0,2.0,250.0,,,,,,,,,,,,,,1.0,0.2,,,,,,,,,,,,,,,,,,,,,numerical_classif_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3037.0,
144725,RandomForest,wine,,,1.0657957553863526,random,,9.0,0.0,1660947800.0,{'runtime': 9},0.0,real_data,0.0,0.0013191699981689,50000.0,0.7672253258845437,10000.0,0.8158925573587017,50000.0,0.7782608695652173,,0.7523277467411545,0.8102965864577504,0.7582608695652174,0.7374301675977654,0.8047006155567991,0.7391304347826086,sklearn,11.0,auto,537.0,1787.0,1.0,x86_64,0.0,,,,0.0102674478600299,0.0912621910706822,0.0041726585075114,0.0136385975142244,5928.0,"[0.7672253258845437, 0.7597765363128491, 0.7486033519553073, 0.7374301675977654, 0.7486033519553073]","[1.0805134773254397, 0.998833417892456, 1.0201215744018557, 1.237358570098877, 0.9921517372131348]",0.7,"[0.8047006155567991, 0.8158925573587017, 0.8142137660884163, 0.8091773922775601, 0.8074986010072748]",1.0,"[0.7608695652173914, 0.7391304347826086, 0.7782608695652173, 0.7478260869565218, 0.7652173913043478]",0.3,entropy,,,,,0.0,28.0,2.0,250.0,,,,,,,,,,,,,,1.0,0.6,,,,,,,,,,,,,,,,,,,,,numerical_classif_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3039.0,
144792,RandomForest,wine,,,0.8705528736114502,random,,8.0,0.0,1660947417.0,{'runtime': 8},0.0,real_data,0.0,0.0011141300201416,50000.0,0.7635009310986964,10000.0,0.8013430330162283,50000.0,0.7695652173913043,,0.7482309124767225,0.791382204812535,0.7565217391304347,0.7281191806331471,0.7823167319529939,0.7434782608695653,sklearn,11.0,auto,537.0,1787.0,1.0,x86_64,0.0,,,,0.0134491397283186,0.0349607667280612,0.0060931875047862,0.0099145689139055,5861.0,"[0.7635009310986964, 0.7523277467411545, 0.7597765363128491, 0.7281191806331471, 0.7374301675977654]","[0.9393248558044434, 0.8449807167053223, 0.8632144927978516, 0.8565516471862793, 0.8486926555633545]",0.7,"[0.7823167319529939, 0.8013430330162283, 0.7912702853945159, 0.7895914941242306, 0.7923894795747062]",0.0,"[0.7565217391304347, 0.7434782608695653, 0.7652173913043478, 0.7478260869565218, 0.7695652173913043]",0.3,entropy,,,4.0,,0.0,6.0,2.0,250.0,,,,,,,,,,,,,,1.0,0.6,,,,,,,,,,,,,,,,,,,,,numerical_classif_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3106.0,
144803,RandomForest,wine,,,1.0391191482543944,random,,9.0,0.0,1660947362.0,{'runtime': 10},0.0,real_data,0.0,0.0011589527130126,50000.0,0.7672253258845437,10000.0,0.8091773922775601,50000.0,0.7739130434782608,,0.7497206703910615,0.8025741466144376,0.7547826086956521,0.7355679702048417,0.7963066592053721,0.7347826086956522,sklearn,11.0,auto,537.0,1787.0,1.0,x86_64,0.0,,,,0.010307897581451,0.0594749149344973,0.0041334494264396,0.0127799464840861,5850.0,"[0.7672253258845437, 0.750465549348231, 0.750465549348231, 0.74487895716946, 0.7355679702048417]","[1.0848019123077393, 0.9966161251068116, 0.9970884323120116, 1.1336166858673096, 0.9834725856781006]",0.7,"[0.7963066592053721, 0.8024622271964186, 0.8091773922775601, 0.8035814213766088, 0.8013430330162283]",1.0,"[0.7521739130434782, 0.7347826086956522, 0.7739130434782608, 0.7521739130434782, 0.7608695652173914]",0.3,entropy,,,,,0.0,31.0,2.0,250.0,,,,,,,,,,,,,,1.0,0.6,,,,,,,,,,,,,,,,,,,,,numerical_classif_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3117.0,
144838,RandomForest,wine,,,0.7684803485870362,random,,7.0,0.0,1660947111.0,{'runtime': 8},0.0,real_data,0.0,0.0011353492736816,50000.0,0.7728119180633147,10000.0,0.8181309457190823,50000.0,0.7869565217391304,,0.7508379888268157,0.8078343592613318,0.7582608695652173,0.7262569832402235,0.8024622271964186,0.7434782608695653,sklearn,11.0,auto,537.0,1787.0,1.0,x86_64,0.0,,,,0.0152381918402076,0.0406036971407104,0.0057570547955732,0.0149605656818132,5815.0,"[0.7728119180633147, 0.7560521415270018, 0.7541899441340782, 0.7262569832402235, 0.74487895716946]","[0.8480167388916016, 0.7546875476837158, 0.7337367534637451, 0.7485415935516357, 0.7574191093444824]",0.7,"[0.8024622271964186, 0.8181309457190823, 0.8058198097369894, 0.8097369893676553, 0.8030218242865137]",1.0,"[0.7521739130434782, 0.7434782608695653, 0.7869565217391304, 0.7521739130434782, 0.7565217391304347]",0.3,gini,,,,,0.0,40.0,2.0,250.0,,,,,,,,,,,,,,0.0,sqrt,,,,,,,,,,,,,,,,,,,,,numerical_classif_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3152.0,
144851,RandomForest,wine,,,0.8827418327331543,random,,7.0,0.0,1660946990.0,{'runtime': 9},0.0,real_data,0.0,0.00088787078857421,50000.0,0.776536312849162,10000.0,0.8360380526021265,50000.0,0.782608695652174,,0.7579143389199254,0.8301063234471181,0.7652173913043478,0.7355679702048417,0.8248461108002239,0.7478260869565218,sklearn,11.0,auto,537.0,1787.0,1.0,x86_64,0.0,,,,0.0131677240444422,0.0316598606187483,0.0045268603057989,0.0122975092380269,5802.0,"[0.776536312849162, 0.7597765363128491, 0.7560521415270018, 0.7355679702048417, 0.7616387337057728]","[0.9417691230773926, 0.8543469905853271, 0.8564069271087646, 0.8775529861450195, 0.8836331367492676]",0.7,"[0.8265249020705092, 0.8360380526021265, 0.8349188584219362, 0.8282036933407946, 0.8248461108002239]",0.0,"[0.7652173913043478, 0.7565217391304347, 0.782608695652174, 0.7478260869565218, 0.7739130434782608]",0.3,entropy,,,,,0.0,29.0,2.0,250.0,,,,,,,,,,,,,,0.0,sqrt,,,,,,,,,,,,,,,,,,,,,numerical_classif_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3165.0,
144862,RandomForest,wine,,,0.6512058734893799,random,,7.0,0.0,1660946913.0,{'runtime': 8},0.0,real_data,0.0,0.0010225772857666,50000.0,0.7188081936685289,10000.0,0.7297146054840515,50000.0,0.7304347826086957,,0.7027932960893855,0.7241186345831002,0.7191304347826086,0.6908752327746741,0.7202014549524343,0.7,sklearn,11.0,auto,537.0,1787.0,1.0,x86_64,0.0,,,,0.0094661192008482,0.0561412209836271,0.0031655591771082,0.0112035641101957,5791.0,"[0.702048417132216, 0.7188081936685289, 0.7057728119180633, 0.6908752327746741, 0.6964618249534451]","[0.6936426162719727, 0.6204891204833984, 0.5936548709869385, 0.7398953437805176, 0.6083474159240723]",0.7,"[0.7202014549524343, 0.7246782316731953, 0.7224398433128147, 0.723559037493005, 0.7297146054840515]",0.0,"[0.7304347826086957, 0.7130434782608696, 0.7, 0.7260869565217392, 0.7260869565217392]",0.3,entropy,,,,,0.05,20.0,2.0,250.0,,,,,,,,,,,,,,1.0,0.7,,,,,,,,,,,,,,,,,,,,,numerical_classif_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3176.0,
144879,RandomForest,wine,,,1.0706406116485596,random,,9.0,0.0,1660946826.0,{'runtime': 9},0.0,real_data,0.0,0.0017316341400146,50000.0,0.813780260707635,10000.0,0.9949636261891438,50000.0,0.8260869565217391,,0.7936685288640597,0.992165640738668,0.8000000000000002,0.7690875232774674,0.9904868494683828,0.7652173913043478,sklearn,11.0,auto,537.0,1787.0,1.0,x86_64,0.0,,,,0.0155088736042137,0.0368793580139256,0.0015427027142798,0.0241294555226288,5774.0,"[0.813780260707635, 0.7895716945996276, 0.7690875232774674, 0.7895716945996276, 0.8063314711359404]","[1.1404991149902344, 1.0517747402191162, 1.0700514316558838, 1.0575571060180664, 1.033320665359497]",0.7,"[0.9949636261891438, 0.9910464465584778, 0.9921656407386682, 0.9904868494683828, 0.9921656407386682]",0.0,"[0.8260869565217391, 0.7652173913043478, 0.808695652173913, 0.7782608695652173, 0.8217391304347826]",0.3,gini,,,,,0.0,4.0,2.0,250.0,,,,,,,,,,,,,,0.0,log2,,,,,,,,,,,,,,,,,,,,,numerical_classif_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3193.0,
144898,RandomForest,wine,,,0.4616591453552246,random,,6.0,0.0,1660946715.0,{'runtime': 7},0.0,real_data,0.0,0.0015759468078613,50000.0,0.7299813780260708,10000.0,0.7481813094571909,50000.0,0.7478260869565218,,0.71731843575419,0.74482372691662,0.7339130434782609,0.6945996275605214,0.7392277560156687,0.7217391304347827,sklearn,11.0,auto,537.0,1787.0,1.0,x86_64,0.0,,,,0.0124307778534664,0.0884030075198911,0.0031056378120899,0.0084307475781153,5756.0,"[0.7150837988826816, 0.7262569832402235, 0.7299813780260708, 0.6945996275605214, 0.7206703910614525]","[0.4845695495605469, 0.4025356769561768, 0.3937735557556152, 0.625575065612793, 0.4018418788909912]",0.7,"[0.7442641298265249, 0.7470621152770005, 0.7392277560156687, 0.7453833240067151, 0.7481813094571909]",1.0,"[0.7478260869565218, 0.7217391304347827, 0.7347826086956522, 0.7347826086956522, 0.7304347826086957]",0.3,gini,,,2.0,,0.0,2.0,2.0,250.0,,,,,,,,,,,,,,0.0,sqrt,,,,,,,,,,,,,,,,,,,,,numerical_classif_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3212.0,
144901,RandomForest,wine,,,0.9760764598846436,random,,9.0,0.0,1660946692.0,{'runtime': 9},0.0,real_data,0.0,0.0011796951293945,50000.0,0.8026070763500931,10000.0,0.9244543928371572,50000.0,0.808695652173913,,0.7854748603351955,0.9185226636821489,0.7826086956521741,0.7728119180633147,0.9155008393956352,0.7521739130434782,sklearn,11.0,auto,537.0,1787.0,1.0,x86_64,0.0,,,,0.0114430476690779,0.04215912330242,0.0030975607169777,0.0219984532881278,5752.0,"[0.8026070763500931, 0.7877094972067039, 0.7728119180633147, 0.7728119180633147, 0.7914338919925512]","[1.0576276779174805, 0.9466407299041748, 0.9761855602264404, 0.9517219066619872, 0.9482064247131348]",0.7,"[0.9171796306659206, 0.9171796306659206, 0.9244543928371572, 0.9155008393956352, 0.9182988248461108]",0.0,"[0.7956521739130434, 0.7521739130434782, 0.808695652173913, 0.7608695652173914, 0.7956521739130434]",0.3,entropy,,,,,0.0,6.0,2.0,250.0,,,,,,,,,,,,,,1.0,log2,,,,,,,,,,,,,,,,,,,,,numerical_classif_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3215.0,
144911,RandomForest,wine,,,1.411953687667847,random,,10.0,0.0,1660946647.0,{'runtime': 11},0.0,real_data,0.0,0.0011022090911865,50000.0,0.8100558659217877,10000.0,0.9966424174594292,50000.0,0.8304347826086956,,0.7962756052141527,0.9955232232792388,0.8,0.7746741154562383,0.9938444320089536,0.7478260869565218,sklearn,11.0,auto,537.0,1787.0,1.0,x86_64,0.0,,,,0.0130407012290589,0.0523879444832267,0.00093638503249475,0.03456453376409,5742.0,"[0.8100558659217877, 0.7895716945996276, 0.7746741154562383, 0.7988826815642458, 0.8081936685288641]","[1.5114915370941162, 1.3826687335968018, 1.4036495685577393, 1.402994155883789, 1.358964443206787]",0.7,"[0.9966424174594292, 0.9938444320089536, 0.996082820369334, 0.9955232232792388, 0.9955232232792388]",0.0,"[0.8304347826086956, 0.7478260869565218, 0.8217391304347826, 0.7695652173913043, 0.8304347826086956]",0.3,entropy,,,,,0.0,4.0,2.0,250.0,,,,,,,,,,,,,,0.0,0.3,,,,,,,,,,,,,,,,,,,,,numerical_classif_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3225.0,
144919,RandomForest,wine,,,1.0775049209594727,random,,9.0,0.0,1660946607.0,{'runtime': 9},0.0,real_data,0.0,0.0011136531829833,50000.0,0.7839851024208566,10000.0,0.8903189703413542,50000.0,0.8,,0.7713221601489757,0.8849468382764408,0.7808695652173913,0.7616387337057728,0.8808058198097369,0.7478260869565218,sklearn,11.0,auto,537.0,1787.0,1.0,x86_64,0.0,,,,0.0089230156802315,0.0335403743195505,0.0030975607169777,0.019943208593356,5734.0,"[0.770949720670391, 0.7839851024208566, 0.7616387337057728, 0.7616387337057728, 0.7783985102420856]","[1.142026424407959, 1.0509214401245115, 1.0760104656219482, 1.0659456253051758, 1.0526206493377686]",0.7,"[0.885282596530498, 0.8836038052602126, 0.8903189703413542, 0.8847229994404029, 0.8808058198097369]",0.0,"[0.8, 0.7478260869565218, 0.8, 0.7695652173913043, 0.7869565217391304]",0.3,entropy,,,,,0.0,14.0,2.0,250.0,,,,,,,,,,,,,,0.0,log2,,,,,,,,,,,,,,,,,,,,,numerical_classif_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3233.0,
144927,RandomForest,wine,,,2.071309471130371,random,,14.0,0.0,1660946573.0,{'runtime': 15},0.0,real_data,0.0,0.0017673969268798,50000.0,0.8081936685288641,10000.0,1.0,50000.0,0.8434782608695652,,0.7873370577281192,0.9998880805819808,0.814782608695652,0.7616387337057728,0.9994404029099048,0.7695652173913043,sklearn,11.0,auto,537.0,1787.0,1.0,x86_64,0.0,,,,0.0182988729929806,0.0319716501559968,0.00022383883603804,0.0255894590774994,5726.0,"[0.8044692737430168, 0.7616387337057728, 0.770949720670391, 0.7914338919925512, 0.8081936685288641]","[2.105536460876465, 2.0879452228546143, 2.0112600326538086, 2.078601360321045, 2.073204278945923]",0.7,"[1, 1, 0.9994404029099048, 1, 1]",0.0,"[0.8130434782608695, 0.7695652173913043, 0.8347826086956521, 0.8130434782608695, 0.8434782608695652]",0.3,gini,,,,,0.0,2.0,2.0,250.0,,,,,,,,,,,,,,0.0,0.7,,,,,,,,,,,,,,,,,,,,,numerical_classif_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3241.0,
144933,RandomForest,wine,,,1.211352825164795,random,,9.0,0.0,1660946530.0,{'runtime': 11},0.0,real_data,0.0,0.0011482238769531,50000.0,0.7690875232774674,10000.0,0.8002238388360381,50000.0,0.782608695652174,,0.7452513966480446,0.7974258533855625,0.751304347826087,0.7281191806331471,0.7918298824846111,0.7217391304347827,sklearn,11.0,auto,537.0,1787.0,1.0,x86_64,0.0,,,,0.0142016208304935,0.0289783365376659,0.0028969623067811,0.0222377597435555,5720.0,"[0.7690875232774674, 0.7392923649906891, 0.7523277467411545, 0.7281191806331471, 0.7374301675977654]","[1.2654333114624023, 1.1862270832061768, 1.18634295463562, 1.207207441329956, 1.2115533351898191]",0.7,"[0.7985450475657526, 0.7985450475657526, 0.7979854504756575, 0.8002238388360381, 0.7918298824846111]",1.0,"[0.7608695652173914, 0.7304347826086957, 0.782608695652174, 0.7217391304347827, 0.7608695652173914]",0.3,gini,,,,,0.0,47.0,2.0,250.0,,,,,,,,,,,,,,0.0,0.7,,,,,,,,,,,,,,,,,,,,,numerical_classif_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3247.0,
144936,RandomForest,wine,,,1.777840805053711,random,,13.0,0.0,1660946515.0,{'runtime': 13},0.0,real_data,0.0,0.0010836124420166,50000.0,0.8063314711359404,10000.0,1.0,50000.0,0.8347826086956521,,0.7895716945996275,0.9985450475657526,0.808695652173913,0.7653631284916201,0.9972020145495244,0.7565217391304347,sklearn,11.0,auto,537.0,1787.0,1.0,x86_64,0.0,,,,0.0144245189802883,0.0377965166968,0.00090923765021105,0.0297437067417166,5717.0,"[0.8063314711359404, 0.7653631284916201, 0.7821229050279329, 0.7951582867783985, 0.7988826815642458]","[1.85091495513916, 1.773106813430786, 1.7434566020965576, 1.764169216156006, 1.757556438446045]",0.7,"[1, 0.9972020145495244, 0.9983212087297146, 0.9988808058198098, 0.9983212087297146]",1.0,"[0.8217391304347826, 0.7565217391304347, 0.8347826086956521, 0.7956521739130434, 0.8347826086956521]",0.3,gini,,,,,0.0,3.0,2.0,250.0,,,,,,,,,,,,,,0.0,0.6,,,,,,,,,,,,,,,,,,,,,numerical_classif_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3250.0,
144937,RandomForest,wine,,,0.7454717636108399,random,,7.0,0.0,1660946495.0,{'runtime': 8},0.0,real_data,0.0,0.00072669982910156,50000.0,0.7132216014897579,10000.0,0.7246782316731953,50000.0,0.7304347826086957,,0.7035381750465549,0.7223279238947957,0.7165217391304348,0.6908752327746741,0.7202014549524343,0.7,sklearn,11.0,auto,537.0,1787.0,1.0,x86_64,0.0,,,,0.0075780223275142,0.0325912491126148,0.0017482371966215,0.0121116419801601,5716.0,"[0.7001862197392924, 0.7132216014897579, 0.7057728119180633, 0.6908752327746741, 0.707635009310987]","[0.8052365779876709, 0.7341632843017578, 0.7454471588134766, 0.7360615730285645, 0.7064502239227295]",0.7,"[0.7213206491326245, 0.7202014549524343, 0.7241186345831002, 0.7246782316731953, 0.7213206491326245]",0.0,"[0.7304347826086957, 0.7086956521739131, 0.7, 0.7304347826086957, 0.7130434782608696]",0.3,entropy,,,3.0,,0.05,10.0,2.0,250.0,,,,,,,,,,,,,,0.0,0.8,,,,,,,,,,,,,,,,,,,,,numerical_classif_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3251.0,
144958,RandomForest,wine,,,1.0468825817108154,random,,9.0,0.0,1660946349.0,{'runtime': 9},0.0,real_data,0.0,0.00073647499084472,50000.0,0.7988826815642458,10000.0,0.9205372132064912,50000.0,0.8043478260869565,,0.780633147113594,0.9161723559037492,0.7878260869565217,0.7690875232774674,0.9121432568550644,0.7565217391304347,sklearn,11.0,auto,537.0,1787.0,1.0,x86_64,0.0,,,,0.0100902921297162,0.0344971354324507,0.0027277129506332,0.0193270528442546,5695.0,"[0.7821229050279329, 0.7783985102420856, 0.7690875232774674, 0.7746741154562383, 0.7988826815642458]","[1.102489709854126, 1.0396831035614014, 1.0079541206359863, 1.0671021938323977, 1.017183780670166]",0.7,"[0.9155008393956352, 0.9171796306659206, 0.9205372132064912, 0.9121432568550644, 0.9155008393956352]",0.0,"[0.8043478260869565, 0.7565217391304347, 0.8, 0.7739130434782608, 0.8043478260869565]",0.3,gini,,,,,0.0,6.0,2.0,250.0,,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,numerical_classif_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3272.0,
144971,RandomForest,wine,,,0.7472338676452637,random,,8.0,0.0,1660946277.0,{'runtime': 9},0.0,real_data,0.0,0.001279592514038,50000.0,0.7821229050279329,10000.0,0.8455512031337437,50000.0,0.7739130434782608,,0.7661080074487895,0.8358142137660884,0.7608695652173912,0.7411545623836127,0.8282036933407946,0.7434782608695653,sklearn,11.0,auto,537.0,1787.0,1.0,x86_64,0.0,,,,0.01551781501378,0.0350741602923292,0.0057895991746513,0.0113377433133958,5682.0,"[0.7802607076350093, 0.7821229050279329, 0.7560521415270018, 0.7411545623836127, 0.770949720670391]","[0.8150525093078613, 0.7277927398681641, 0.7285330295562744, 0.7462444305419922, 0.7185466289520264]",0.7,"[0.8282036933407946, 0.8455512031337437, 0.8365976496922216, 0.8321208729714605, 0.8365976496922216]",0.0,"[0.7652173913043478, 0.7521739130434782, 0.7739130434782608, 0.7434782608695653, 0.7695652173913043]",0.3,entropy,,,,,0.0,26.0,2.0,250.0,,,,,,,,,,,,,,0.0,0.2,,,,,,,,,,,,,,,,,,,,,numerical_classif_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3285.0,
