dataset_id,dataset_name,original_n_samples,original_n_features,num_categorical_columns,num_pseudo_categorical_columns,num_columns_missing,num_rows_missing,score_resnet,score_linear,score_hgbt,score_tree,score_mlp,score_rf,heterogeneous,n_samples,too_small,too_easy
1181,BNG(spectf_test),1000000,44,0,0,0,0,,,0.7195733333333334,,,,,430380,False,
1183,BNG(satimage),1000000,36,0,0,0,0,,,0.9944333333333333,,,,,468272,False,
1185,BNG(wine),1000000,13,0,0,0,0,,,0.9682133333333333,,,,,642542,False,
1205,BNG(Australian),1000000,14,0,2,0,0,,,0.7849466666666667,,,,,853898,False,
1209,BNG(vowel),1000000,12,2,0,0,0,,,0.9177799999999999,,,,,182326,False,
1212,BNG(SPECTF),1000000,44,0,0,0,0,,,0.7381933333333333,,,,,562600,False,
1214,BNG(JapaneseVowels),1000000,14,0,0,0,0,,,0.9735666666666667,,,,,294022,False,
1216,Click_prediction_small,1496391,9,0,2,0,0,,,0.61808,,,,,133562,False,
1218,Click_prediction_small,1997410,11,0,2,0,0,,,0.6303333333333333,,,,,666008,False,
1219,Click_prediction_small,399482,11,0,2,0,0,,,0.63054,,,,,134178,False,
1222,letter-challenge-unlabeled.arff,20000,16,0,0,0,0,,,0.5949815837937384,,,,,14480,False,
1226,Click_prediction_small,798964,9,0,2,0,0,,,0.5062866666666667,,,,,664786,False,
1240,AirlinesCodrnaAdult,1076790,29,16,0,0,0,,,0.7707066666666667,,,,,947304,False,
1241,codrnaNorm,488565,8,0,0,0,0,,,0.96516,,,,,325710,False,
1242,vehicleNorm,98528,100,0,0,0,0,,,0.8674066666666667,,,,,98528,False,
1351,"BNG(anneal,1000,1)",1000000,38,32,0,0,0,,,0.6853999999999999,,,,,220680,False,
1352,"BNG(anneal,1000,5)",1000000,38,32,0,0,0,,,0.6298266666666665,,,,,220680,False,
1353,"BNG(anneal,1000,10)",1000000,38,32,0,0,0,,,0.5964066666666666,,,,,220680,False,
1354,"BNG(anneal,5000,1)",1000000,38,32,0,0,0,,,0.76442,,,,,220680,False,
1355,"BNG(anneal,5000,5)",1000000,38,32,0,0,0,,,0.6856,,,,,220680,False,
1356,"BNG(anneal,5000,10)",1000000,38,32,0,0,0,,,0.68086,,,,,220680,False,
1357,"BNG(anneal,10000,1)",1000000,38,32,0,0,0,,,0.7827200000000001,,,,,220680,False,
1358,"BNG(anneal,10000,5)",1000000,38,32,0,0,0,,,0.72394,,,,,220680,False,
1359,"BNG(anneal,10000,10)",1000000,38,32,0,0,0,,,0.6881866666666666,,,,,220680,False,
1360,"BNG(anneal.ORIG,1000,1)",1000000,38,32,0,0,0,,,0.6865733333333333,,,,,220680,False,
1361,"BNG(anneal.ORIG,1000,5)",1000000,38,32,0,0,0,,,0.6373,,,,,220680,False,
1362,"BNG(anneal.ORIG,1000,10)",1000000,38,32,0,0,0,,,0.59066,,,,,220680,False,
1363,"BNG(anneal.ORIG,5000,1)",1000000,38,32,0,0,0,,,0.7745866666666668,,,,,220680,False,
1364,"BNG(anneal.ORIG,5000,5)",1000000,38,32,0,0,0,,,0.68762,,,,,220680,False,
1365,"BNG(anneal.ORIG,5000,10)",1000000,38,32,0,0,0,,,0.6946266666666666,,,,,220680,False,
1366,"BNG(anneal.ORIG,10000,1)",1000000,38,32,0,0,0,,,0.8386266666666667,,,,,220680,False,
1368,"BNG(anneal.ORIG,10000,10)",1000000,38,32,0,0,0,,,0.6896,,,,,220680,False,
1393,"BNG(autos,1000,1)",1000000,25,10,0,0,0,,,0.7426133333333335,,,,,521888,False,
1394,"BNG(autos,1000,5)",1000000,25,10,0,0,0,,,0.65278,,,,,521888,False,
1395,"BNG(autos,1000,10)",1000000,25,10,0,0,0,,,0.5946266666666666,,,,,521888,False,
1476,gas-drift,13910,128,0,0,0,0,,,0.9979498861047835,,,,,5852,False,
1477,gas-drift-different-concentrations,13910,129,0,0,0,0,,,0.9980637813211845,,,,,5852,False,
1478,har,10299,561,0,0,0,0,,,0.9998251748251749,,,,,3812,False,
1486,nomao,34465,118,29,15,0,0,,,0.9657694261046217,,,,,19688,False,
1503,spoken-arabic-digit,263256,14,0,0,0,0,,,0.52952,,,,,52932,False,
1507,twonorm,7400,20,0,0,0,0,,,0.9693555655700766,,,,,7394,False,
1526,wall-robot-navigation,5456,4,0,0,0,0,,,0.9996822875297855,,,,,4194,False,
1590,,,,,,,,,,,,,,,,,
1596,,,,,,,,,,,,,,,,,
4134,,,,,,,,,,,,,,,,,
4541,,,,,,,,,,,,,,,,,
23517,,,,,,,,,,,,,,,,,
40685,shuttle,58000,9,0,0,0,0,,,1.0,,,,,17806,False,
40923,,,,,,,,,,,,,,,,,
40996,,,,,,,,,,,,,,,,,
40997,,,,,,,,,,,,,,,,,
41000,,,,,,,,,,,,,,,,,
41002,,,,,,,,,,,,,,,,,
41039,,,,,,,,,,,,,,,,,
41146,,,,,,,,,,,,,,,,,
41147,,,,,,,,,,,,,,,,,
41162,,,,,,,,,,,,,,,,,
41163,,,,,,,,,,,,,,,,,
41164,,,,,,,,,,,,,,,,,
41166,,,,,,,,,,,,,,,,,
41168,,,,,,,,,,,,,,,,,
41169,helena,65196,27,0,0,0,0,,,0.9696409140369967,,,,,6126,False,
41671,microaggregation2,20000,20,0,10,0,0,,,0.6210408921933086,,,,,8964,False,
41972,Indian_pines,9144,220,0,0,0,0,,,0.9118508655126497,,,,,5004,False,
41982,Kuzushiji-MNIST,70000,784,0,0,0,0,,,0.9926666666666668,,,,,14000,False,
41986,GTSRB-HOG01,51839,1568,0,0,0,0,,,0.9868480725623584,,,,,5880,False,
41988,GTSRB-HOG02,51839,1568,0,0,0,0,,,0.9961451247165533,,,,,5880,False,
41989,,,,,,,,,,,,,,,,,
42206,porto-seguro,595212,37,25,3,0,142164,,,0.5648228713486638,,,,,34308,False,
42343,KDD98,82318,477,136,11,27,8339,,,0.5594689286372857,,,,,18076,False,
42395,SantanderCustomerSatisfaction,200000,201,0,0,0,0,,,0.7871328782346405,,,,,40196,False,
42435,SantanderCustomerSatisfaction,200000,201,1,0,0,0,,,0.7871328782346405,,,,,40196,False,
42468,hls4ml_lhc_jets_hlf,830000,16,0,0,0,0,,,0.89606,,,,,334250,False,
42477,default-of-credit-card-clients,30000,23,0,2,0,0,,,0.6951783023606227,,,,,13272,False,
42742,porto-seguro,595212,57,31,6,0,142164,,,0.5654133001864513,,,,,34308,False,
42746,KDDCup99,4898431,41,9,5,0,0,,,1.0,,,,,2144034,False,
42750,Census-Income-KDD,199523,41,0,3,0,0,,,0.8626587464154035,,,,,24764,False,
43489,Census-(Augmented),1000000,14,0,0,0,0,,,0.7940466666666667,,,,,630668,False,
