dataset_id,dataset_name,original_n_samples,original_n_features,num_categorical_columns,num_pseudo_categorical_columns,num_columns_missing,num_rows_missing,score_resnet,score_linear,score_hgbt,score_tree,score_mlp,score_rf,heterogeneous,n_samples,too_small
44,spambase,4601,57,0,0,0,0,0.9238970588235292,0.917095588235294,0.9457720588235292,0.9027573529411764,0.9332720588235294,0.9420955882352942,,3626,False
60,waveform-5000,5000,40,0,0,0,0,0.900503524672709,0.927693856998993,0.9154078549848944,0.865055387713998,0.912588116817724,0.921450151057402,,3310,False
150,covertype,581012,54,44,0,0,0,0.84088,0.7633866666666667,0.8180866666666666,0.78228,0.7937733333333333,0.8436666666666668,,423680,False
152,Hyperplane_10_1E-3,1000000,10,0,0,0,0,0.66998,0.6981266666666667,0.68916,0.6014933333333333,0.6883933333333333,0.6847800000000002,,999986,False
153,Hyperplane_10_1E-4,1000000,10,0,0,0,0,0.8950800000000001,0.9088733333333334,0.8847266666666667,0.7694266666666667,0.90676,0.8736133333333334,,999668,False
159,RandomRBF_50_1E-3,1000000,10,0,0,0,0,0.53548,0.5001400000000001,0.5344733333333334,0.5238666666666667,0.5417266666666667,0.5739266666666666,,522348,False
160,RandomRBF_50_1E-4,1000000,10,0,0,0,0,0.7515666666666666,0.5367200000000001,0.6682066666666667,0.6392266666666667,0.6789933333333333,0.7535133333333335,,522348,False
180,covertype,110393,54,40,0,0,0,0.8279066666666667,0.7588866666666667,0.8120533333333334,0.77874,0.7905533333333332,0.8426599999999999,,77812,False
182,satimage,6430,36,0,0,0,0,0.9995580110497236,0.9988950276243096,0.9971270718232044,0.990939226519337,0.9991160220994476,0.9980110497237568,,3016,False
246,BNG(labor),1000000,16,8,1,0,0,0.7952733333333333,0.7733933333333334,0.8115266666666667,0.7356533333333333,0.8001933333333333,0.7987933333333334,,706000,False
250,BNG(mfeat-fourier),1000000,76,0,0,0,0,0.9985066666666668,0.9986066666666668,0.9961333333333332,0.97082,0.9987133333333336,0.9959866666666668,,200314,False
251,BNG(breast-w),39366,9,0,0,0,0,0.9830466424082038,0.9802514058881906,0.9869996692027788,0.9750909692358584,0.9850810453192193,0.986222295732716,,27092,False
252,BNG(mfeat-karhunen),1000000,64,0,0,0,0,0.9941600000000002,0.9938933333333332,0.99454,0.95014,0.9947199999999998,0.9935466666666668,,200734,False
254,BNG(mfeat-zernike),1000000,47,0,0,0,0,0.97188,0.9484333333333334,0.98294,0.9296933333333336,0.9739266666666666,0.9687533333333332,,200552,False
256,BNG(colic.ORIG),1000000,27,20,0,0,0,0.5020066666666667,0.5073133333333334,0.50544,0.50262,0.5021666666666667,0.5019733333333333,,724812,False
257,BNG(colic),1000000,22,15,0,0,0,0.6755000000000001,0.6449133333333334,0.6883866666666667,0.5899000000000001,0.6793333333333333,0.6776333333333333,,739558,False
258,BNG(credit-a),1000000,15,9,0,0,0,0.7759866666666667,0.74086,0.8007133333333334,0.7172866666666666,0.7808066666666666,0.7888066666666667,,891984,False
261,BNG(pendigits),1000000,16,0,0,0,0,0.9936933333333332,0.9896,0.9940866666666668,0.9871,0.9934133333333334,0.9941333333333332,,208286,False
266,BNG(heart-c),1000000,13,7,1,0,0,0.7566466666666667,0.7385333333333334,0.76486,0.6816000000000001,0.7580333333333333,0.7538333333333334,,907206,False
267,BNG(heart-statlog),1000000,13,0,4,0,0,0.8068533333333333,0.7894,0.8162933333333333,0.7417333333333332,0.8116866666666667,0.8105666666666667,,888108,False
269,BNG(hepatitis),1000000,19,13,0,0,0,0.7792866666666667,0.7590600000000001,0.79586,0.7118266666666667,0.7871666666666667,0.7878,,415634,False
271,BNG(waveform-5000),1000000,40,0,0,0,0,0.9126533333333334,0.9297866666666664,0.9326466666666666,0.8767999999999999,0.91014,0.9298133333333332,,661984,False
279,meta_stream_intervals.arff,45164,74,0,1,0,0,0.990750141003948,0.972645234066554,0.996954314720812,0.9954314720812184,0.9919345741680766,0.9965595036661028,,11818,False
351,codrna,488565,8,0,0,0,0,0.96186,0.95284,0.9635666666666668,0.93188,0.9630733333333332,0.95746,,325710,False
357,vehicle_sensIT,98528,100,0,0,0,0,0.8463466666666667,0.8577933333333334,0.8685,0.7824933333333333,0.8291933333333332,0.8628866666666667,,98528,False
554,mnist_784,70000,784,0,110,0,0,0.9917733089579523,0.9945155393053018,0.9953839122486288,0.9884826325411336,0.9946526508226692,0.9961608775137112,,14586,False
720,abalone,4177,8,1,0,0,0,0.7868694955964772,0.7831865492393915,0.7788630904723778,0.7143314651721376,0.7932746196957565,0.7844675740592474,,4162,False
725,bank8FM,8192,8,0,1,0,0,0.9366246851385392,0.9381360201511336,0.9350125944584382,0.9082115869017632,0.9408564231738036,0.9357178841309824,,6614,False
734,ailerons,13750,40,0,7,0,0,0.8662853874749785,0.8773234200743494,0.8867028881898771,0.8304832713754647,0.8738919073491564,0.8719473834715471,,11656,False
735,cpu_small,8192,12,0,0,0,0,0.9104236718224614,0.9045057162071284,0.9159381304640216,0.8655010087424344,0.9141896435776732,0.9172831203765972,,4954,False
737,space_ga,3107,6,0,0,0,0,0.8745945945945947,0.8324324324324325,0.8484324324324325,0.7591351351351352,0.8592432432432432,0.8337297297297297,,3082,False
761,cpu_act,8192,21,0,0,0,0,0.9236045729657028,0.9245460659045058,0.9320780094149294,0.8883658372562205,0.9305985205110964,0.9276395427034296,,4954,False
803,delta_ailerons,7129,5,0,0,0,0,0.9395418326693228,0.9393426294820716,0.9435258964143426,0.9107569721115536,0.9423306772908366,0.9446215139442232,,6692,False
816,puma8NH,8192,8,0,0,0,0,0.7937883122190437,0.8274621986105435,0.8263996730690641,0.760114425827544,0.8322026971802208,0.8294237842255823,,8156,False
819,delta_elevators,9517,6,0,1,0,0,0.876056338028169,0.8823239436619719,0.8789436619718309,0.821338028169014,0.8804929577464791,0.8778169014084506,,9464,False
823,houses,20640,8,0,0,0,0,0.9827631332959432,0.9629463451112358,0.9826135726303982,0.97573378201533,0.9821648906337634,0.983249205458964,,17828,False
833,bank32nh,8192,32,0,4,0,0,0.7558322411533421,0.8002621231979031,0.7844036697247707,0.6993446920052424,0.7699868938401049,0.7792922673656618,,5086,False
846,elevators,16599,18,0,2,0,0,0.87268593699253,0.8696979538811302,0.8582007145177005,0.7537512179278986,0.8773627801234166,0.8268918480025983,,10260,False
847,wind,6574,14,0,0,0,0,0.8495661605206074,0.8488069414316703,0.8601952277657267,0.7911062906724512,0.8656182212581346,0.8569414316702819,,6146,False
871,pollen,3848,5,0,0,0,0,0.4824242424242424,0.4902164502164502,0.4999134199134198,0.4916017316017316,0.4891774891774892,0.4936796536796537,,3848,False
976,JapaneseVowels,9961,14,0,0,0,0,0.9902992776057792,0.9531475748194014,0.9830753353973168,0.9525283797729618,0.9857585139318884,0.9834881320949432,,3228,False
979,waveform-5000,5000,40,0,0,0,0,0.8586614173228346,0.8663385826771653,0.8783464566929136,0.80748031496063,0.8710629921259843,0.8820866141732283,,3384,False
1053,jm1,10885,21,0,0,0,5,0.6591125198098255,0.6535657686212362,0.6587955625990491,0.6158478605388272,0.6567353407290015,0.6613312202852615,,4206,False
1110,KDDCup99_full,4898431,41,7,6,0,0,0.9997666666666668,0.9999933333333332,1.0,0.9999666666666668,0.9999666666666668,1.0,,2144034,False
1113,KDDCup99,494020,41,7,7,0,0,0.9998133333333332,0.9999933333333332,1.0,0.99996,1.0,1.0,,214402,False
1119,adult-census,32561,14,8,0,0,0,0.754643995749203,0.743039319872476,0.7730499468650371,0.6894367693942615,0.7608926673751328,0.7362380446333687,,15682,False
1181,BNG(spectf_test),1000000,44,0,0,0,0,0.6151666666666668,0.6711733333333333,0.7186666666666666,0.6209266666666666,0.6116333333333334,0.6858000000000001,,430380,False
1183,BNG(satimage),1000000,36,0,0,0,0,0.9921333333333332,0.99004,0.9942733333333332,0.9664866666666668,0.992,0.99166,,468272,False
1185,BNG(wine),1000000,13,0,0,0,0,0.9513266666666668,0.9490133333333332,0.9680933333333333,0.94508,0.95818,0.9661733333333332,,642542,False
1205,BNG(Australian),1000000,14,0,2,0,0,0.7425933333333333,0.71734,0.78456,0.7019200000000001,0.7479733333333334,0.7782,,853898,False
1209,BNG(vowel),1000000,12,2,0,0,0,0.8959133333333333,0.8513466666666666,0.9175733333333334,0.8524666666666667,0.9095533333333332,0.9098066666666668,,182326,False
1212,BNG(SPECTF),1000000,44,0,0,0,0,0.6284133333333333,0.6871200000000001,0.7398133333333334,0.6585133333333334,0.6347666666666667,0.7118666666666666,,562600,False
1214,BNG(JapaneseVowels),1000000,14,0,0,0,0,0.9666933333333334,0.9641333333333332,0.9735266666666668,0.9424466666666668,0.96972,0.9714666666666666,,294022,False
1216,Click_prediction_small,1496391,9,0,2,0,0,0.5834266666666668,0.56562,0.6173533333333333,0.5586400000000001,0.5960533333333334,0.6052733333333333,,133562,False
1218,Click_prediction_small,1997410,11,0,2,0,0,0.5948666666666668,0.5765933333333334,0.6301666666666667,0.5654466666666667,0.6034466666666667,0.6202266666666667,,666008,False
1219,Click_prediction_small,399482,11,0,2,0,0,0.59672,0.5830866666666668,0.63084,0.5635733333333333,0.60566,0.6175933333333334,,134178,False
1222,letter-challenge-unlabeled.arff,20000,16,0,0,0,0,0.548987108655617,0.5560313075506447,0.5766574585635359,0.5576887661141804,0.5746777163904235,0.5773480662983426,,14480,False
1226,Click_prediction_small,798964,9,0,2,0,0,0.5055266666666667,0.5070466666666665,0.5060199999999999,0.49322,0.5041533333333333,0.4935,,664786,False
1240,AirlinesCodrnaAdult,1076790,29,16,0,0,0,0.76716,0.7483133333333333,0.76988,0.7173200000000001,0.7692666666666665,0.7518133333333333,,947304,False
1241,codrnaNorm,488565,8,0,0,0,0,0.96258,0.9536266666666666,0.9643533333333334,0.9333,0.9638266666666666,0.9581933333333332,,325710,False
1242,vehicleNorm,98528,100,0,0,0,0,0.8470400000000001,0.8571933333333333,0.8673933333333335,0.7812866666666667,0.8318133333333334,0.8624333333333333,,98528,False
