dataset_id,dataset_name,original_n_samples,original_n_features,num_categorical_columns,num_pseudo_categorical_columns,num_columns_missing,num_rows_missing,score_resnet,score_linear,score_hgbt,score_tree,score_mlp,score_rf,heterogeneous,n_samples,too_small,too_easy,score_cocktails_default,score_cocktails_random,score_autopytorch_default
847,wind,6574.0,14.0,0.0,0.0,0.0,0.0,0.8495661605206074,0.8488069414316703,0.8568329718004339,0.7911062906724512,0.8656182212581346,0.8569414316702819,,6146.0,False,,0.8443600867678959,0.8644251626898047,0.8477946493130876
871,pollen,3848.0,5.0,0.0,0.0,0.0,0.0,0.4824242424242424,0.4902164502164502,0.4896969696969696,0.4916017316017316,0.4891774891774892,0.4936796536796537,,3848.0,False,,0.4865800865800865,,0.49898989898989893
976,JapaneseVowels,9961.0,14.0,0.0,0.0,0.0,0.0,0.9902992776057792,0.9531475748194014,0.9839009287925696,0.9525283797729618,0.9857585139318884,0.9834881320949432,,3228.0,False,,0.9958720330237358,,0.9917440660474716
979,waveform-5000,5000.0,40.0,0.0,0.0,0.0,0.0,0.8586614173228346,0.8663385826771653,0.8789370078740157,0.80748031496063,0.8710629921259843,0.8820866141732283,,3384.0,False,,0.8690944881889764,0.8523622047244095,0.869750656167979
993,kdd_ipums_la_97-small,7019.0,60.0,27.0,13.0,0.0,0.0,0.8369942196531792,0.8291586384071934,0.8795118818240205,0.8409762363519588,0.8463712267180477,0.8823378291586383,,5188.0,False,,0.8342967244701349,0.8413615928066795,0.8400770712909441
1044,eye_movements,10936.0,27.0,3.0,4.0,0.0,0.0,0.583442838370565,0.5531318440648268,0.6592203241349102,0.5667104686815595,0.5889618922470434,0.6432763907139728,,7608.0,False,,0.5843188786684187,0.8420134562671319,0.5825667980727113
1053,jm1,10885.0,21.0,0.0,0.0,0.0,5.0,0.6591125198098255,0.6535657686212362,0.6481774960380349,0.6158478605388272,0.6567353407290015,0.6613312202852615,,4206.0,False,,0.6537242472266244,0.6473851030110935,0.6513470681458003
1110,KDDCup99_full,4898431.0,41.0,7.0,6.0,0.0,0.0,0.9997666666666668,0.9999933333333332,1.0,0.9999666666666668,0.9999666666666668,1.0,,2144034.0,False,,1.0,,0.999977777777778
1113,KDDCup99,494020.0,41.0,7.0,7.0,0.0,0.0,0.9998133333333332,0.9999933333333332,1.0,0.99996,1.0,1.0,,214402.0,False,,1.0,,0.9999222222222222
1119,adult-census,32561.0,14.0,8.0,0.0,0.0,0.0,0.754643995749203,0.743039319872476,0.7730924548352816,0.6894367693942615,0.7608926673751328,0.7362380446333687,,15682.0,False,,0.7568544102019129,0.758979808714134,0.759121501948282
1120,MagicTelescope,19020.0,10.0,0.0,0.0,0.0,0.0,0.8515823573386493,0.7671567405930725,0.8612010964365812,0.7902317468228257,0.8515823573386495,0.8558185895838525,,13376.0,False,,0.8492399700971841,0.795526149968494,0.8584600049838027
1222,letter-challenge-unlabeled.arff,20000.0,16.0,0.0,0.0,0.0,0.0,0.548987108655617,0.5560313075506447,0.5949815837937384,0.5576887661141804,0.5746777163904235,0.5773480662983426,,14480.0,False,,0.5568600368324125,0.5573204419889503,0.5746623695518723
1241,codrnaNorm,488565.0,8.0,0.0,0.0,0.0,0.0,0.96258,0.9536266666666666,0.96516,0.9333,0.9638266666666666,0.9581933333333332,,325710.0,False,,0.9625666666666668,,0.9636555555555555
1242,vehicleNorm,98528.0,100.0,0.0,0.0,0.0,0.0,0.8470400000000001,0.8571933333333333,0.8674066666666667,0.7812866666666667,0.8318133333333334,0.8624333333333333,,98528.0,False,,0.8421666666666666,0.861,0.8561111111111112
1461,bank-marketing,45211.0,16.0,9.0,0.0,0.0,0.0,0.7882797731568998,0.7470069313169503,0.7935097668557025,0.7277252678008822,0.7918084436042848,0.797416509136736,,10578.0,False,,0.782608695652174,0.8718487394957983,0.791220331863054
1476,gas-drift,13910.0,128.0,0.0,0.0,0.0,0.0,0.9981776765375854,0.998519362186788,0.9979498861047836,0.9931662870159452,0.998633257403189,0.9980637813211845,,5852.0,False,,0.9982915717539864,,0.9986712224753228
1477,gas-drift-different-concentrations,13910.0,129.0,0.0,0.0,0.0,0.0,0.9977220956719816,0.9982915717539862,0.9980637813211845,0.99373576309795,0.998633257403189,0.9977220956719816,,5852.0,False,,0.9971526195899773,,0.9982915717539864
1478,har,10299.0,561.0,0.0,0.0,0.0,0.0,0.9993006993006992,1.0,0.9998251748251747,1.0,0.9993006993006992,1.0,,3812.0,False,,1.0,,0.9988344988344989
1486,nomao,34465.0,118.0,29.0,15.0,0.0,0.0,0.952429321144405,0.9286270526493992,0.9657694261046216,0.938953783646521,0.9544608092094128,0.9625529033350264,,19688.0,False,,0.9586930760115118,,0.9592573782517917
1489,phoneme,5404.0,5.0,0.0,0.0,0.0,0.0,0.8510504201680671,0.7373949579831933,0.8737394957983193,0.8336134453781513,0.8394957983193277,0.8831932773109245,,3172.0,False,,0.8581932773109243,0.7705333333333333,0.8553921568627451
1503,spoken-arabic-digit,263256.0,14.0,0.0,0.0,0.0,0.0,0.5326933333333332,0.5192866666666667,0.52952,0.52324,0.5353333333333333,0.5652133333333332,,52932.0,False,,0.5829333333333333,,0.5552444444444444
1507,twonorm,7400.0,20.0,0.0,0.0,0.0,0.0,0.966381252816584,0.9764758900405588,0.9693555655700766,0.8414601171698963,0.9697160883280758,0.9689049121225776,,7394.0,False,,0.964849031095088,0.9738621000450652,0.9654499023584197
1526,wall-robot-navigation,5456.0,4.0,0.0,0.0,0.0,0.0,0.9806195393169184,0.972041302621128,0.9996822875297856,1.0,0.9926926131850674,1.0,,4194.0,False,,0.9912629070691024,,0.9872915011914217
1590,adult,48842.0,14.0,8.0,0.0,0.0,0.0,0.7550035825173156,0.7418915691425841,0.7747551946501074,0.7038452352519704,0.7565798901361356,0.7373775973250538,,23374.0,False,,0.7567470742775256,0.7538810604251254,0.7539606719210253
4134,Bioresponse,3751.0,1776.0,0.0,522.0,0.0,0.0,0.7507274490785645,0.7487875848690593,0.7804073714839961,0.6973811833171678,0.7738118331716779,0.7840931134820562,,3434.0,False,,0.7691561590688651,0.7759456838021338,0.7668929841577756
4541,Diabetes130US,101766.0,49.0,36.0,2.0,0.0,0.0,0.63378,0.6173266666666667,0.6549133333333333,0.5726933333333334,0.6324333333333334,0.6400533333333334,,71090.0,False,,0.5998666666666667,0.6395333333333333,0.6287333333333334
23517,numerai28.6,96320.0,21.0,0.0,0.0,0.0,0.0,0.5092466666666666,0.5177466666666667,0.5108466666666666,0.5004466666666667,0.5055866666666666,0.5089666666666668,,95324.0,False,,0.5061666666666667,,0.505688888888889
40685,shuttle,58000.0,9.0,0.0,0.0,0.0,0.0,0.99180082366155,0.9803444402845376,1.0,0.999850243354549,0.9997379258704604,1.0,,17806.0,False,,1.0,,0.9978160489205044
40923,Devnagari-Script,92000.0,1024.0,0.0,240.0,0.0,0.0,0.9876666666666668,0.9936666666666668,0.9973333333333332,0.986,0.998,0.9975,,4000.0,False,,0.9983333333333332,,0.9994444444444444
41146,sylvine,5124.0,20.0,0.0,0.0,0.0,0.0,0.9136540962288686,0.9200260078023408,0.9539661898569572,0.9109232769830948,0.928218465539662,0.9423927178153444,,5124.0,False,,0.922626788036411,,0.9217598612917209
41147,albert,425240.0,78.0,52.0,0.0,11.0,201038.0,0.6238866666666667,0.6052333333333333,0.6326866666666667,0.55016,0.6208,0.62486,,202948.0,False,,0.5746,0.6187,0.6191666666666666
41150,MiniBooNE,130064.0,50.0,0.0,0.0,0.0,0.0,0.9186133333333334,0.8517399999999998,0.9338533333333334,0.8692,0.9231466666666666,0.92506,,72998.0,False,,0.9122666666666668,0.7156333333333333,0.9174222222222221
41162,kick,72983.0,32.0,18.0,0.0,0.0,383.0,0.6425714819659877,0.6144645860586806,0.6299009530928797,0.5705475612035134,0.650943748831994,0.6327415436367034,,17836.0,False,,0.6211923005045786,0.6034386096056812,0.6485392138541083
41163,dilbert,10000.0,2000.0,0.0,0.0,0.0,0.0,0.9998371335504884,0.9996742671009772,0.9993485342019544,0.9859934853420196,0.9996742671009772,0.9995114006514658,,4092.0,False,,1.0,,0.9994571118349619
41164,fabert,8237.0,800.0,0.0,58.0,0.0,0.0,0.9632563256325632,0.9702970297029704,0.943894389438944,0.9575357535753576,0.968976897689769,0.9617161716171616,,3030.0,False,,,,0.9640630729739641
41166,volkert,58310.0,180.0,0.0,33.0,0.0,0.0,0.9880816123413784,0.988181139586962,0.9889524757402338,0.9733515799950236,0.9894749937795472,0.985867131127146,,23038.0,False,,0.989674048270714,,0.9899228663846729
41168,jannis,83733.0,54.0,0.0,0.0,0.0,0.0,0.72536,0.7274866666666667,0.7785466666666666,0.6791466666666667,0.7233066666666668,0.7713533333333334,,57580.0,False,,0.7307666666666667,0.5873850197109067,0.7384111111111111
41169,helena,65196.0,27.0,0.0,0.0,0.0,0.0,0.9637649619151252,0.9659412404787812,0.9696409140369968,0.9424374319912948,0.9646354733405876,0.967791077257889,,6126.0,False,,0.9624591947769314,,0.9657236126224156
41671,microaggregation2,20000.0,20.0,0.0,10.0,0.0,0.0,0.6637918215613382,0.6562825278810409,0.6210408921933086,0.5680297397769517,0.661189591078067,0.6359851301115242,,8964.0,False,,0.654275092936803,0.6446096654275093,0.6605947955390334
41972,Indian_pines,9144.0,220.0,0.0,0.0,0.0,0.0,0.907323568575233,0.8785619174434087,0.9118508655126496,0.7669773635153129,0.9185086551264978,0.866444740346205,,5004.0,False,,0.9194407456724368,0.9374167776298268,0.9378606302707501
42206,porto-seguro,595212.0,37.0,25.0,3.0,0.0,142164.0,0.5638595400870106,0.5648228713486637,0.5648228713486638,0.5168324010772737,0.5608038118914439,0.5474725502382431,,34308.0,False,,0.5271390097368966,0.5197845452662109,0.5475105310406739
42343,KDD98,82318.0,477.0,136.0,11.0,27.0,8339.0,0.5236584916098102,0.5445325465609441,0.5594689286372857,0.5155449013461184,0.5224045731145123,0.5478148626221648,,18076.0,False,,0.525723769131477,0.519454176654988,0.5305796299711107
42395,SantanderCustomerSatisfaction,200000.0,201.0,0.0,0.0,0.0,0.0,0.7300682648039372,0.7749801555802508,0.7871328782346405,0.5800365137323384,0.7191062073344975,0.7402841720908081,,40196.0,False,,0.7388871249404667,0.6951103349738054,0.7493517489548606
42468,hls4ml_lhc_jets_hlf,830000.0,16.0,0.0,0.0,0.0,0.0,0.8986733333333333,0.8879733333333334,0.89606,0.84284,0.89962,0.8910066666666665,,334250.0,False,,0.8914666666666666,0.9031333333333332,0.9013444444444444
42477,default-of-credit-card-clients,30000.0,23.0,0.0,2.0,0.0,0.0,0.6993972877950778,0.6693119035660472,0.6951783023606227,0.6207433450527373,0.7059266700150678,0.699347061778001,,13272.0,False,,0.688598694123556,0.6923656454043194,0.6957977565712373
42742,porto-seguro,595212.0,57.0,31.0,6.0,0.0,142164.0,0.5342448725916717,0.5634244872591673,0.5654133001864513,0.5140563496996065,0.5341930805883571,0.5572819556660451,,34308.0,False,,0.5266728817070644,,0.5475105310406739
42746,KDDCup99,4898431.0,41.0,9.0,5.0,0.0,0.0,0.9997666666666668,0.9999933333333332,1.0,0.9999666666666668,0.9999666666666668,1.0,,2144034.0,False,,1.0,,0.9999222222222222
42769,Higgs,1000000.0,28.0,0.0,4.0,0.0,0.0,0.6761733333333334,0.6355533333333332,0.71164,0.61684,0.6837933333333334,0.7056799999999999,,940160.0,False,,0.661,0.7618333333333334,0.6747666666666667
43489,Census-(Augmented),1000000.0,14.0,0.0,0.0,0.0,0.0,0.7842800000000001,0.7641333333333333,0.7940466666666667,0.7175733333333334,0.7874133333333334,0.7866133333333333,,630668.0,False,,0.7781,,0.7859555555555556
44089,credit,16714.0,10.0,0.0,1.0,0.0,0.0,0.7521435692921237,0.7223130608175474,0.7787437686939181,0.685343968095713,0.7578863409770689,0.7692123629112662,,16714.0,False,,0.7577268195413759,0.7298105682951147,
44090,california,20634.0,8.0,0.0,0.0,0.0,0.0,0.87078016475529,0.8346955257632047,0.9050557260539492,0.8375706670973994,0.8752705540300436,0.8933290260054918,,20634.0,False,,0.8900016152479405,0.8646422225811662,
44091,wine,2554.0,11.0,0.0,0.0,0.0,0.0,0.7814863102998697,0.7447196870925685,0.8073011734028684,0.7543676662320731,0.7799217731421122,0.8156453715775751,,2554.0,False,,0.7979139504563233,0.7783572359843546,
